symA,symB,S_cos,S_dot,S_wdot,same_group,same_period
Tb,Fr,1.470562759077e-01,5.221541566142e+00,1.884263113581e+02,0,0
Tb,Ra,5.142268144458e-01,4.090420251824e+00,6.099003205798e+01,0,0
Tb,Ac,6.811517403533e-01,7.206028594974e+00,1.876206152250e+02,1,0
Tb,Th,2.727079033627e-01,7.547392639844e+00,3.954556518921e+02,1,0
Tb,Pa,-2.237755835145e-01,-3.541912412825e+00,-5.500551878862e+02,1,0
Tb,U,-2.626117447303e-01,-4.165264810655e+00,-5.829103198208e+02,1,0
Tb,Np,-2.242358010117e-01,-3.550301513528e+00,-5.363885740066e+02,1,0
Tb,Pu,-2.136856522719e-01,-3.383477682755e+00,-5.415896067844e+02,1,0
Tb,Am,-1.208802750699e-01,-1.996587272724e+00,-4.378150145114e+02,1,0
Tb,Cm,-2.127899967894e-01,-3.385352540374e+00,-5.514153953002e+02,1,0
Tb,Bk,-2.516778457409e-01,-3.987204662910e+00,-5.723817308632e+02,1,0
Tb,Cf,-1.772117179014e-01,-2.877295271545e+00,-4.794137779958e+02,1,0
Tb,Es,-1.567430220361e-01,-2.718651117970e+00,-4.310518317171e+02,1,0
Tb,Fm,-3.884932431135e-01,-9.559250848763e+00,-7.268648899817e+02,1,0
Tb,Md,-3.930322822892e-01,-9.673347409752e+00,-7.300546978903e+02,1,0
Tb,No,-3.952556724048e-01,-9.729417719723e+00,-7.316222606339e+02,1,0
Tb,Lr,-3.054964640667e-01,-7.538926743823e+00,-6.703825056573e+02,1,0
Tb,Rf,-3.633996112862e-01,-8.936609615937e+00,-7.094576525376e+02,0,0
Tb,Db,-4.052510624759e-01,-9.983038075293e+00,-7.387127479279e+02,0,0
Tb,Sg,-4.548551472388e-01,-1.128699877231e+01,-7.751676954548e+02,0,0
Tb,Bh,-4.488325403196e-01,-1.112400368518e+01,-7.706108270139e+02,0,0
Tb,Hs,-4.427564044338e-01,-1.096100859806e+01,-7.660539585731e+02,0,0
Dy,Ho,6.694222339620e-01,6.994112632532e+00,2.594237823960e+02,1,1
Dy,Er,9.965021628683e-01,1.245263590050e+01,5.396052579400e+02,1,1
Dy,Tm,8.016166627583e-01,1.037841443226e+01,4.717367392546e+02,1,1
Dy,Yb,6.882810692372e-01,5.181581708939e+00,2.073822630039e+02,1,1
Dy,Lu,5.624426127005e-01,5.289346520657e+00,2.075761890242e+02,1,1
Dy,Hf,-8.254442833635e-02,-1.834581865922e+00,3.338237899390e+01,0,1
Dy,Ta,6.867029283933e-01,6.522889532441e+00,2.850563468902e+02,0,1
Dy,W,-2.448374779996e-02,-5.449787125473e-01,1.298787739600e+02,0,1
Dy,Re,7.725433016550e-01,6.253346809664e+00,2.458793730640e+02,0,1
Dy,Os,6.332676687821e-01,5.573971470381e+00,2.423740734226e+02,0,1
Dy,Ir,5.578002756100e-01,4.664716395648e+00,2.097022636679e+02,0,1
Dy,Pt,3.518377435483e-01,2.506732753809e+00,1.215837026628e+02,0,1
Dy,Au,5.326959888024e-02,4.120631274012e-01,1.624548104899e+01,0,1
Dy,Hg,-1.611900465077e-01,-1.550686582415e+00,-3.721338500786e+01,0,1
Dy,Tl,1.886938286199e-01,1.531160300506e+00,3.367260361913e+01,0,1
Dy,Pb,1.041079122688e-01,7.188396668812e-01,-1.254349009957e+01,0,1
Dy,Bi,-1.474962691906e-01,-5.167313549988e+00,-1.568157118106e+02,0,1
Dy,Po,1.295968636363e-01,1.157357347626e+00,3.754294047621e+01,0,1
Dy,At,1.126323664728e-01,3.596271360382e+00,2.560836137594e+02,0,1
Dy,Rn,-1.914393635572e-01,-2.099626448527e+00,-7.720642116179e+01,0,1
Dy,Fr,1.023814883425e-01,3.913270637514e+00,1.383592834371e+02,0,0
Dy,Ra,2.550129154504e-01,2.183628010864e+00,4.234101258498e+00,0,0
Dy,Ac,3.591759322867e-01,4.090370126105e+00,1.069977685483e+02,1,0
Dy,Th,3.238637378651e-01,9.648611348330e+00,4.768377742328e+02,1,0
Dy,Pa,-3.548098360652e-01,-6.045386051318e+00,-6.190400647260e+02,1,0
Dy,U,-3.858869885071e-01,-6.588580809382e+00,-6.492433999355e+02,1,0
Dy,Np,-3.506268785385e-01,-5.975974838909e+00,-6.035548078556e+02,1,0
Dy,Pu,-3.443356497808e-01,-5.869123003635e+00,-6.101926407548e+02,1,0
Dy,Am,-2.546420728953e-01,-4.527581631873e+00,-5.093723948584e+02,1,0
Dy,Cm,-3.439793924825e-01,-5.890991392917e+00,-6.202679869743e+02,1,0
Dy,Bk,-3.761995567178e-01,-6.415715388567e+00,-6.390142018920e+02,1,0
Dy,Cf,-3.028005891085e-01,-5.292391724692e+00,-5.474622004575e+02,1,0
Dy,Es,-2.725318000501e-01,-5.088452409371e+00,-4.990005738359e+02,1,0
Dy,Fm,-4.471928145083e-01,-1.184509299964e+01,-7.888619072226e+02,1,0
Dy,Md,-4.504706715660e-01,-1.193488813287e+01,-7.913868655799e+02,1,0
Dy,No,-4.520735916577e-01,-1.197901602691e+01,-7.926277022583e+02,1,0
Dy,Lr,-3.860400403318e-01,-1.025507774780e+01,-7.441521088811e+02,1,0
Dy,Rf,-4.289415792062e-01,-1.135506812977e+01,-7.750828487583e+02,0,0
Dy,Db,-4.592574029517e-01,-1.217861778018e+01,-7.982403239783e+02,0,0
Dy,Sg,-4.943388791548e-01,-1.320484787415e+01,-8.270969909191e+02,0,0
Dy,Bh,-4.901327873250e-01,-1.307656911240e+01,-8.234899075515e+02,0,0
Dy,Hs,-4.858738137481e-01,-1.294829035066e+01,-8.198828241839e+02,0,0
Ho,Er,6.895870257245e-01,6.979204575263e+00,2.594615471665e+02,1,1
Ho,Tm,4.694039459816e-01,4.922036290299e+00,2.221394038160e+02,1,1
Ho,Yb,8.336837611039e-01,5.083135313659e+00,2.274619164048e+02,1,1
Ho,Lu,9.449242515039e-01,7.197051337055e+00,2.713312755293e+02,1,1
Ho,Hf,-7.857108407532e-02,-1.414314128666e+00,1.268253290042e+01,0,1
Ho,Ta,9.649700666808e-01,7.423671882984e+00,2.904119713379e+02,0,1
Ho,W,-1.419583169970e-01,-2.559153202731e+00,-2.144004991960e+01,0,1
Ho,Re,8.975434497828e-01,5.884085410560e+00,2.407902710980e+02,0,1
Ho,Os,9.287287933385e-01,6.620642509127e+00,2.627142014584e+02,0,1
Ho,Ir,9.062494096727e-01,6.138016609269e+00,2.540963219395e+02,0,1
Ho,Pt,7.334670807545e-01,4.232335021142e+00,1.765258186961e+02,0,1
Ho,Au,5.874519533841e-01,3.680361529350e+00,1.698044231309e+02,0,1
Ho,Hg,-5.244029810530e-01,-4.085872052177e+00,-8.007099673496e+01,0,1
Ho,Tl,7.694712352571e-01,5.056955776338e+00,1.889121322428e+02,0,1
Ho,Pb,5.210510437168e-01,2.913817648142e+00,8.689239254584e+01,0,1
Ho,Bi,-6.942944991964e-02,-1.969977684552e+00,-9.481413944503e+00,0,1
Ho,Po,7.034063655963e-01,5.087601403020e+00,2.141997450612e+02,0,1
Ho,At,3.161039448571e-01,8.174345004920e+00,4.636136194797e+02,0,1
Ho,Rn,-2.527313849699e-01,-2.244935009304e+00,1.712291398349e+01,0,1
Ho,Fr,1.943974369370e-01,6.017869734159e+00,2.566903271887e+02,0,0
Ho,Ra,7.727554221310e-01,5.359105956166e+00,1.570974148190e+02,0,0
Ho,Ac,9.141382254674e-01,8.431426379685e+00,2.897950869991e+02,1,0
Ho,Th,1.542283411226e-01,3.721349663318e+00,1.219847975098e+02,1,0
Ho,Pa,-9.095951115905e-02,-1.255192422517e+00,-3.943216114072e+02,1,0
Ho,U,-1.338235669251e-01,-1.850538588049e+00,-4.258969586937e+02,1,0
Ho,Np,-9.253828924722e-02,-1.277376210385e+00,-3.816721660622e+02,1,0
Ho,Pu,-8.251512375288e-02,-1.139091420246e+00,-3.872475713055e+02,1,0
Ho,Am,1.260184723756e-02,1.814697084297e-01,-2.878038977725e+02,1,0
Ho,Cm,-8.462010307558e-02,-1.173716785269e+00,-3.975530945892e+02,1,0
Ho,Bk,-1.223732168775e-01,-1.690234606101e+00,-4.160658748448e+02,1,0
Ho,Cf,-4.252682918479e-02,-6.019938729640e-01,-3.262448146190e+02,1,0
Ho,Es,-2.247893647260e-02,-3.399210774635e-01,-2.767537856777e+02,1,0
Ho,Fm,-3.209275612891e-01,-6.884691373143e+00,-5.590255506103e+02,1,0
Ho,Md,-3.256253153320e-01,-6.987209986172e+00,-5.619252859759e+02,1,0
Ho,No,-3.279277628244e-01,-7.037590561717e+00,-5.633502987842e+02,1,0
Ho,Lr,-2.356212249690e-01,-5.069379646724e+00,-5.076795222433e+02,1,0
Ho,Rf,-2.950197591785e-01,-6.325232656328e+00,-5.432012804722e+02,0,0
Ho,Db,-3.382893791641e-01,-7.265474792965e+00,-5.697959962541e+02,0,0
Ho,Sg,-3.899883093376e-01,-8.437116084724e+00,-6.029358290040e+02,0,0
Ho,Bh,-3.836854171265e-01,-8.290660923254e+00,-5.987933499103e+02,0,0
Ho,Hs,-3.773340517936e-01,-8.144205761784e+00,-5.946508708165e+02,0,0
Er,Tm,8.043937034783e-01,1.008828384421e+01,4.473636228449e+02,1,1
Er,Yb,7.266525119580e-01,5.299167694201e+00,2.114863459495e+02,1,1
Er,Lu,5.946783713306e-01,5.417392521498e+00,2.137575436678e+02,1,1
Er,Hf,-1.157089609068e-01,-2.491154616746e+00,1.130043022625e+01,0,1
Er,Ta,7.124004067157e-01,6.555104818951e+00,2.839805063354e+02,0,1
Er,W,-6.281241936585e-02,-1.354351897517e+00,9.595918256250e+01,0,1
Er,Re,8.044637958302e-01,6.307838208287e+00,2.463192046112e+02,0,1
Er,Os,6.618666156749e-01,5.643288579934e+00,2.445243423345e+02,0,1
Er,Ir,5.834941121415e-01,4.726801405337e+00,2.133187868852e+02,0,1
Er,Pt,3.845162205544e-01,2.653778257397e+00,1.285801236612e+02,0,1
Er,Au,9.289366898047e-02,6.960730217666e-01,3.320773323193e+01,0,1
Er,Hg,-1.473918785406e-01,-1.373547618462e+00,-3.311457727409e+01,0,1
Er,Tl,2.275267587993e-01,1.788462348875e+00,4.932383338877e+01,0,1
Er,Pb,1.411269076694e-01,9.439358487322e-01,-5.353311729314e-01,0,1
Er,Bi,-1.471509254514e-01,-4.993799887957e+00,-1.437381803296e+02,0,1
Er,Po,1.620702464144e-01,1.402040735288e+00,5.510526755073e+01,0,1
Er,At,1.054940575089e-01,3.262883739207e+00,2.626913290067e+02,0,1
Er,Rn,-1.713355585573e-01,-1.820298685393e+00,-6.145674252434e+01,0,1
Er,Fr,1.092412614533e-01,4.044729753119e+00,1.478225897434e+02,0,0
Er,Ra,2.690952909342e-01,2.232065504914e+00,1.310898190861e+01,0,0
Er,Ac,3.784503216646e-01,4.174924408733e+00,1.177276014141e+02,1,0
Er,Th,3.161654583398e-01,9.124335956259e+00,4.373712968748e+02,1,0
Er,Pa,-3.508142201477e-01,-5.790151609675e+00,-5.958354275056e+02,1,0
Er,U,-3.798393130761e-01,-6.282261520129e+00,-6.246678903600e+02,1,0
Er,Np,-3.404796709972e-01,-5.621330231330e+00,-5.775391079046e+02,1,0
Er,Pu,-3.341958432694e-01,-5.517935561951e+00,-5.842878609899e+02,1,0
Er,Am,-2.413684099930e-01,-4.157199971042e+00,-4.827071731361e+02,1,0
Er,Cm,-3.309080373915e-01,-5.489687671812e+00,-5.930683962040e+02,1,0
Er,Bk,-3.685966815436e-01,-6.089232951452e+00,-6.138615785504e+02,1,0
Er,Cf,-2.937302616418e-01,-4.973112865744e+00,-5.220991674686e+02,1,0
Er,Es,-2.736737035082e-01,-4.949780716283e+00,-4.784538209786e+02,1,0
Er,Fm,-4.679289739902e-01,-1.200626578584e+01,-7.771687955992e+02,1,0
Er,Md,-4.711586807574e-01,-1.209214611885e+01,-7.795698609800e+02,1,0
Er,No,-4.727376128777e-01,-1.213435016822e+01,-7.807498131100e+02,1,0
Er,Lr,-4.074751237544e-01,-1.048557046056e+01,-7.346527878918e+02,1,0
Er,Rf,-4.499245526261e-01,-1.153760453997e+01,-7.640658388068e+02,0,0
Er,Db,-4.798102707781e-01,-1.232524987989e+01,-7.860870384422e+02,0,0
Er,Sg,-5.142551626184e-01,-1.330673940003e+01,-8.135277856515e+02,0,0
Er,Bh,-5.101343073396e-01,-1.318405321001e+01,-8.100976922504e+02,0,0
Er,Hs,-5.059590161442e-01,-1.306136702000e+01,-8.066675988492e+02,0,0
Tm,Yb,5.280889681702e-01,3.989966116860e+00,1.980014012029e+02,1,1
Tm,Lu,3.863539681351e-01,3.646487811204e+00,1.901411870400e+02,1,1
Tm,Hf,-1.891414995259e-01,-4.218924429680e+00,-3.047537833460e+01,0,1
Tm,Ta,4.902417757315e-01,4.673551439962e+00,2.477452414820e+02,0,1
Tm,W,-1.338775200180e-01,-2.990714017731e+00,4.678326240529e+01,0,1
Tm,Re,5.977387713486e-01,4.855866034055e+00,2.237351548060e+02,0,1
Tm,Os,4.541985938565e-01,4.012257497139e+00,2.206867760540e+02,0,1
Tm,Ir,3.840449855050e-01,3.223251588312e+00,1.959429031783e+02,0,1
Tm,Pt,2.004114254913e-01,1.433024687484e+00,1.186914578024e+02,0,1
Tm,Au,-3.923489092803e-02,-3.045947149797e-01,3.943937155072e+01,0,1
Tm,Hg,-1.458519278859e-01,-1.408197499366e+00,-2.227713856540e+01,0,1
Tm,Tl,4.404569543320e-02,3.587005325830e-01,4.119662526599e+01,0,1
Tm,Pb,-4.700382099947e-02,-3.257219654904e-01,-1.002629781251e+01,0,1
Tm,Bi,4.082662463249e-01,1.435465773560e+01,2.140244573310e+02,0,1
Tm,Po,2.187496613005e-02,1.960586271668e-01,6.103054075639e+01,0,1
Tm,At,9.089651150988e-02,2.912742197434e+00,3.162684863208e+02,0,1
Tm,Rn,-1.647455596438e-01,-1.813385326713e+00,-2.759192183571e+01,0,1
Tm,Fr,7.585966928927e-02,2.910013319861e+00,1.366807919931e+02,0,0
Tm,Ra,6.076469807652e-02,5.221958437294e-01,-1.035799043430e+01,0,0
Tm,Ac,1.794103510913e-01,2.050541024412e+00,8.573109271112e+01,1,0
Tm,Th,2.751241150155e-01,8.226152075188e+00,3.708140156417e+02,1,0
Tm,Pa,-4.139591280292e-01,-7.078666283653e+00,-5.948430286561e+02,1,0
Tm,U,-4.390578578531e-01,-7.523485395230e+00,-6.237768616962e+02,1,0
Tm,Np,-3.985877967137e-01,-6.817939437717e+00,-5.720596283626e+02,1,0
Tm,Pu,-3.970917373186e-01,-6.792781727079e+00,-5.824577126680e+02,1,0
Tm,Am,-2.991540461809e-01,-5.338221570452e+00,-4.714606350921e+02,1,0
Tm,Cm,-3.964087219819e-01,-6.813413564343e+00,-5.936039398471e+02,1,0
Tm,Bk,-4.286528897795e-01,-7.336655931082e+00,-6.123879788541e+02,1,0
Tm,Cf,-3.468205885676e-01,-6.083671046966e+00,-5.102898236476e+02,1,0
Tm,Es,-3.136664401471e-01,-5.877629054431e+00,-4.569386730326e+02,1,0
Tm,Fm,-4.907659997879e-01,-1.304619037488e+01,-7.726545750899e+02,1,0
Tm,Md,-4.930544003503e-01,-1.311028875067e+01,-7.743279454277e+02,1,0
Tm,No,-4.941705727351e-01,-1.314178852391e+01,-7.751502874223e+02,1,0
Tm,Lr,-4.467689759818e-01,-1.191119127795e+01,-7.430239674644e+02,1,0
Tm,Rf,-4.778848783972e-01,-1.269639638131e+01,-7.635227541032e+02,0,0
Tm,Db,-4.991490795583e-01,-1.328427005637e+01,-7.788699506305e+02,0,0
Tm,Sg,-5.228478985778e-01,-1.401682292248e+01,-7.979941830632e+02,0,0
Tm,Bh,-5.200648185952e-01,-1.392525381422e+01,-7.956036540091e+02,0,0
Tm,Hs,-5.172295762979e-01,-1.383368470595e+01,-7.932131249550e+02,0,0
Yb,Lu,8.608191621081e-01,4.724257578059e+00,2.275312736153e+02,1,1
Yb,Hf,-2.815019773515e-01,-3.651141140269e+00,-7.119733000016e+01,0,1
Yb,Ta,8.500550930623e-01,4.712116699084e+00,2.287940649469e+02,0,1
Yb,W,-3.111736341619e-01,-4.042055504201e+00,-8.562600738706e+01,0,1
Yb,Re,9.499845465816e-01,4.487495893335e+00,2.173069916629e+02,0,1
Yb,Os,8.708959724521e-01,4.473439284703e+00,2.287248420508e+02,0,1
Yb,Ir,8.562376195626e-01,4.178675673333e+00,2.275899518540e+02,0,1
Yb,Pt,6.990734681854e-01,2.906606686140e+00,1.662744884311e+02,0,1
Yb,Au,6.430569796322e-01,2.902896980746e+00,1.743200637587e+02,0,1
Yb,Hg,-1.049742260434e-01,-5.893405572294e-01,6.946974695733e+00,0,1
Yb,Tl,6.670654496685e-01,3.158851796017e+00,1.580886922221e+02,0,1
Yb,Pb,4.594717566654e-01,1.851420026943e+00,7.175145532854e+01,0,1
Yb,Bi,-1.533014983125e-01,-3.134209472769e+00,-3.610729125952e+01,0,1
Yb,Po,6.870486847108e-01,3.580620830808e+00,2.102001175394e+02,0,1
Yb,At,4.182204514832e-01,7.792778847752e+00,5.420468822977e+02,0,1
Yb,Rn,2.057159853379e-01,1.316669188852e+00,1.256606629370e+02,0,1
Yb,Fr,1.575322508734e-01,3.513870593296e+00,2.017612466934e+02,0,0
Yb,Ra,5.049131826615e-01,2.523080049551e+00,8.015852923044e+01,0,0
Yb,Ac,6.315498956765e-01,4.197211822149e+00,1.820806752714e+02,1,0
Yb,Th,3.588511928949e-02,6.238996226441e-01,3.158475120877e+01,1,0
Yb,Pa,-1.995693213413e-01,-1.984357919452e+00,-4.139644469418e+02,1,0
Yb,U,-2.406721960062e-01,-2.398034915162e+00,-4.433438958537e+02,1,0
Yb,Np,-1.586984454021e-01,-1.578461766483e+00,-3.846805397424e+02,1,0
Yb,Pu,-1.669680380679e-01,-1.660819390288e+00,-3.996520968160e+02,1,0
Yb,Am,-3.876038233111e-03,-4.021814357682e-02,-2.756801993983e+02,1,0
Yb,Cm,-1.723701967326e-01,-1.722725094129e+00,-4.132284445431e+02,1,0
Yb,Bk,-2.192305843019e-01,-2.181854527359e+00,-4.305811586822e+02,1,0
Yb,Cf,-7.037611728389e-02,-7.178247166781e-01,-3.146404088181e+02,1,0
Yb,Es,-3.299188847388e-02,-3.594790186362e-01,-2.511662498297e+02,1,0
Yb,Fm,-5.099876406961e-01,-7.883174661877e+00,-5.948416643689e+02,1,0
Yb,Md,-5.121658449633e-01,-7.918816591589e+00,-5.956174318205e+02,1,0
Yb,No,-5.132275755219e-01,-7.936332054190e+00,-5.959986661110e+02,1,0
Yb,Lr,-4.677963399558e-01,-7.252057920767e+00,-5.811050392799e+02,1,0
Yb,Rf,-4.976933889325e-01,-7.688671559736e+00,-5.906081905617e+02,0,0
Yb,Db,-5.179575156578e-01,-8.015558972235e+00,-5.977230863319e+02,0,0
Yb,Sg,-5.403248350634e-01,-8.422895311797e+00,-6.065890000642e+02,0,0
Yb,Bh,-5.377125772677e-01,-8.371978269352e+00,-6.054807608477e+02,0,0
Yb,Hs,-5.350470106461e-01,-8.321061226907e+00,-6.043725216311e+02,0,0
Lu,Hf,-2.135806273734e-01,-3.460479702585e+00,-5.288992995553e+01,0,1
Lu,Ta,9.739202308794e-01,6.744032084121e+00,2.657659247771e+02,0,1
Lu,W,-2.777626695131e-01,-4.507135709659e+00,-8.617346446953e+01,0,1
Lu,Re,9.095334615066e-01,5.367023307985e+00,2.315468994691e+02,0,1
Lu,Os,9.794146631588e-01,6.284477033977e+00,2.542807625499e+02,0,1
Lu,Ir,9.715962530317e-01,5.923214601309e+00,2.501499014570e+02,0,1
Lu,Pt,8.817520599484e-01,4.579701879095e+00,1.887682153111e+02,0,1
Lu,Au,7.716141271420e-01,4.351205695432e+00,1.929434259234e+02,0,1
Lu,Hg,-4.414234510482e-01,-3.095753170646e+00,-3.567591268635e+01,0,1
Lu,Tl,8.738376666875e-01,5.169146502565e+00,1.964827408961e+02,0,1
Lu,Pb,6.505287324040e-01,3.274461557344e+00,1.030016315290e+02,0,1
Lu,Bi,-6.825401488612e-02,-1.743159386443e+00,-3.418187979304e-01,0,1
Lu,Po,8.416095104369e-01,5.479093762266e+00,2.342692831502e+02,0,1
Lu,At,3.516899807250e-01,8.186049331296e+00,4.760865621293e+02,0,1
Lu,Rn,-1.920486898814e-01,-1.535490939134e+00,6.436634934401e+01,0,1
Lu,Fr,1.829084367811e-01,5.096561859130e+00,2.380362395232e+02,0,0
Lu,Ra,7.232553492713e-01,4.514745261336e+00,1.327918596234e+02,0,0
Lu,Ac,8.845397272375e-01,7.343411062605e+00,2.537238975694e+02,1,0
Lu,Th,6.004335207876e-02,1.304044870540e+00,5.268257639877e+01,1,0
Lu,Pa,-1.269327977443e-01,-1.576621183307e+00,-4.042207119435e+02,1,0
Lu,U,-1.643386655365e-01,-2.045486483724e+00,-4.322489194135e+02,1,0
Lu,Np,-1.074560126523e-01,-1.335117204329e+00,-3.825170286953e+02,1,0
Lu,Pu,-1.010254088025e-01,-1.255298343295e+00,-3.908860248169e+02,1,0
Lu,Am,1.293186318798e-02,1.676186528396e-01,-2.852907990445e+02,1,0
Lu,Cm,-9.917195853036e-02,-1.238140612879e+00,-4.002617962000e+02,1,0
Lu,Bk,-1.478563532907e-01,-1.838196424346e+00,-4.208629977488e+02,1,0
Lu,Cf,-4.780657079066e-02,-6.091271741914e-01,-3.239913012944e+02,1,0
Lu,Es,-4.331087959478e-02,-5.895092884618e-01,-2.786790319607e+02,1,0
Lu,Fm,-4.202025350192e-01,-8.113858738696e+00,-5.950709111153e+02,1,0
Lu,Md,-4.239275565823e-01,-8.187825828797e+00,-5.969817642742e+02,1,0
Lu,No,-4.257505703652e-01,-8.224175370218e+00,-5.979208121123e+02,1,0
Lu,Lr,-3.513498646687e-01,-6.804112907544e+00,-5.612351612509e+02,1,0
Lu,Rf,-3.995300773825e-01,-7.710209761285e+00,-5.846431124479e+02,0,0
Lu,Db,-4.339325274774e-01,-8.388593644786e+00,-6.021683657056e+02,0,0
Lu,Sg,-4.741905704402e-01,-9.233931817373e+00,-6.240066875221e+02,0,0
Lu,Bh,-4.693351096132e-01,-9.128264545799e+00,-6.212768972950e+02,0,0
Lu,Hs,-4.644270649419e-01,-9.022597274226e+00,-6.185471070680e+02,0,0
Hf,Ta,-1.897070024800e-01,-3.104596271755e+00,-2.693356910102e+01,0,1
Hf,W,9.875692639399e-01,3.787214049742e+01,8.932390721502e+02,0,1
Hf,Re,-2.688670235262e-01,-3.749538944898e+00,-5.095500614548e+01,0,1
Hf,Os,-2.416008663710e-01,-3.663756132963e+00,-6.060592166260e+01,0,1
Hf,Ir,-2.303510836262e-01,-3.318848479428e+00,-5.514660742127e+01,0,1
Hf,Pt,-3.230672427131e-01,-3.965602498772e+00,-4.273992012796e+01,0,1
Hf,Au,-3.214166016783e-01,-4.283544453641e+00,-8.380902156019e+01,0,1
Hf,Hg,-2.028452128573e-01,-3.362027154266e+00,3.140123042152e+01,0,1
Hf,Tl,-2.536632498059e-01,-3.546264801344e+00,-2.602441953427e+01,0,1
Hf,Pb,-2.192435102788e-01,-2.608108708208e+00,4.192373910036e+01,0,1
Hf,Bi,-7.103169222107e-02,-4.287326778117e+00,4.828521564777e+01,0,1
Hf,Po,-2.678142763835e-01,-4.120570524176e+00,-8.202482930560e+01,0,1
Hf,At,-2.415397151852e-01,-1.328704606877e+01,-7.295408683036e+02,0,1
Hf,Rn,-1.167146590778e-01,-2.205397329430e+00,-5.819103683356e+01,0,1
Hf,Fr,-4.574260785384e-02,-3.012243055423e+00,-1.339438395588e+01,0,0
Hf,Ra,5.510269947014e-02,8.129053861884e-01,1.228745170109e+02,0,0
Hf,Ac,-4.140090220651e-03,-8.122988361906e-02,7.724957218847e+01,0,0
Hf,Th,-5.596077874319e-02,-2.872346864257e+00,1.385139922427e+02,0,0
Hf,Pa,-5.258167309706e-02,-1.543524172040e+00,-4.314014851975e+02,0,0
Hf,U,-6.025272182783e-02,-1.772389047512e+00,-4.190509478107e+02,0,0
Hf,Np,-1.024359783136e-01,-3.007923036941e+00,-4.881232675884e+02,0,0
Hf,Pu,-1.002632210145e-01,-2.944309911625e+00,-4.744672625732e+02,0,0
Hf,Am,-1.537508452259e-01,-4.709819742154e+00,-5.994977944354e+02,0,0
Hf,Cm,-1.058318933580e-01,-3.122649029459e+00,-4.681962952017e+02,0,0
Hf,Bk,-7.254963853246e-02,-2.131634343446e+00,-4.360430178207e+02,0,0
Hf,Cf,-1.409998437170e-01,-4.245848979588e+00,-5.667597074264e+02,0,0
Hf,Es,-9.470581731998e-02,-3.046462483595e+00,-5.844686016215e+02,0,0
Hf,Fm,7.078893926196e-01,3.230425340322e+01,2.715636948713e+02,0,0
Hf,Md,7.060922945917e-01,3.223027041916e+01,2.694916280748e+02,0,0
Hf,No,7.051980676009e-01,3.219391306699e+01,2.684733552491e+02,0,0
Hf,Lr,7.344573334657e-01,3.361428067097e+01,3.082540776469e+02,0,0
Hf,Rf,7.171526394234e-01,3.270798911623e+01,2.828712593895e+02,1,0
Hf,Db,7.010631324374e-01,3.202945946243e+01,2.638674467700e+02,0,0
Hf,Sg,6.775973548546e-01,3.118393964460e+01,2.401866833812e+02,0,0
Hf,Bh,6.807218939017e-01,3.128962962183e+01,2.431467788048e+02,0,0
Hf,Hs,6.837940648173e-01,3.139531959905e+01,2.461068742284e+02,0,0
Ta,W,-2.353092778251e-01,-3.856675773731e+00,-4.262422029676e+01,0,1
Ta,Re,9.310247914123e-01,5.549110422725e+00,2.429422997515e+02,0,1
Ta,Os,9.836498489286e-01,6.375149780540e+00,2.640375748135e+02,0,1
Ta,Ir,9.539909499668e-01,5.874395905962e+00,2.524952520218e+02,0,1
Ta,Pt,8.319334111405e-01,4.364420758364e+00,1.803252263433e+02,0,1
Ta,Au,6.423874280095e-01,3.658927449043e+00,1.625312236932e+02,0,1
Ta,Hg,-4.762236804458e-01,-3.373410816419e+00,-5.908935045613e+01,0,1
Ta,Tl,7.750341573640e-01,4.630802345082e+00,1.736758909272e+02,0,1
Ta,Pb,5.412891562086e-01,2.752010339073e+00,8.049179931621e+01,0,1
Ta,Bi,-9.163649984512e-02,-2.363876100446e+00,-2.897863896100e+01,0,1
Ta,Po,7.198305843565e-01,4.733427335098e+00,2.010288678527e+02,0,1
Ta,At,2.952025190103e-01,6.940355907397e+00,4.380509005749e+02,0,1
Ta,Rn,-2.838649343924e-01,-2.292424167808e+00,1.852179081650e+01,0,1
Ta,Fr,1.763675918341e-01,4.963747348288e+00,2.350048414575e+02,0,0
Ta,Ra,6.685735554613e-01,4.215393411769e+00,1.228668224208e+02,0,0
Ta,Ac,8.541540048354e-01,7.162489513978e+00,2.519842896522e+02,0,0
Ta,Th,2.005530925956e-01,4.399509805595e+00,1.603598737012e+02,0,0
Ta,Pa,-1.863735177893e-01,-2.338218158103e+00,-4.332078865656e+02,0,0
Ta,U,-2.238312087552e-01,-2.814004706012e+00,-4.629345579144e+02,0,0
Ta,Np,-1.693967454316e-01,-2.125891299230e+00,-4.136986188890e+02,0,0
Ta,Pu,-1.611070803361e-01,-2.021986667971e+00,-4.206090323815e+02,0,0
Ta,Am,-4.671118772060e-02,-6.115464874760e-01,-3.146113913158e+02,0,0
Ta,Cm,-1.577058301734e-01,-1.988731485358e+00,-4.295881540097e+02,0,0
Ta,Bk,-2.085939850181e-01,-2.619395208529e+00,-4.516949750444e+02,0,0
Ta,Cf,-1.127906843373e-01,-1.451579863904e+00,-3.559164538881e+02,0,0
Ta,Es,-1.057028940767e-01,-1.453208227577e+00,-3.111986098586e+02,0,0
Ta,Fm,-4.510623146536e-01,-8.797365582656e+00,-6.238929044635e+02,0,0
Ta,Md,-4.553014187611e-01,-8.882255729464e+00,-6.263944056740e+02,0,0
